순번,의료기관명,시도명,시군구명,주소,형태
8281,개봉웰치과의원,서울특별시,구로구,서울특별시 구로구 개봉로 72 (개봉동) ,의원
8282,정관제일의원,부산광역시,기장군,부산광역시 기장군 정관읍 정관덕산길 35 2층 ,의원
8283,정광태치과의원,경기도,광명시,경기도 광명시 광명로 877 한진A상가동 1202호 (광명동  한진아파트),의원
8284,김성근내과의원,경기도,군포시,경기도 군포시 광정로 80 404호 (산본동  신원빌딩),의원
8285,경희한의원,광주광역시,동구,광주광역시 동구 동계천로 181 (동명동),의원
8286,연세손내과의원,경기도,용인시 기흥구,경기도 용인시 기흥구 구성로 110 (언남동  용구프라자 2층),의원
8287,단아치과의원,서울특별시,중랑구,서울특별시 중랑구 봉화산로56길 87 (신내동) ,의원
8288,한독의원,충청남도,태안군,충청남도 태안군 안면읍 응지마을길 10 ,의원
8289,도레이첨단소재 부속의원,경상북도,구미시,경상북도 구미시 구미대로 102 (공단동),의원
8290,고성은치과의원,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 358 4층 (이도이동) ,의원
8291,노내과의원,경기도,광명시,경기도 광명시 광명로 841 동진프라자 4층 3호 (광명동),의원
8292,뉴욕브레이스치과의원,서울특별시,강남구,서울특별시 강남구 학동로 327 YD빌딩 지하1층  1층 (논현동) ,의원
8293,양산부산대학교치과병원,경상남도,양산시,경상남도 양산시 물금읍 금오로 20 ,병원
8294,마음속내과의원,인천광역시,계양구,인천광역시 계양구 장제로 871 3-4층 (임학동) ,의원
8295,웰빙의원,전라남도,순천시,전라남도 순천시 이수로 325 2층 (조례동),의원
8296,광교문치과의원,경기도,수원시 영통구,경기도 수원시 영통구 광교마을로 156 201 202호 (하동  광교마을40단지 상가동),의원
8297,김성진내과의원,경기도,군포시,경기도 군포시 고산로 693 하나로빌딩 301  302호 (산본동),의원
8298,박원종내과의원,경기도,김포시,경기도 김포시 통진읍 김포대로2230번길 21-3 1층 ,의원
8299,국립암센터,경기도,고양시 일산동구,경기도 고양시 일산동구 일산로 323 (마두동) ,병원
8300,림스치과의원,경상남도,창원시 성산구,경상남도 창원시 성산구 동산로 122 (상남동  스카이웰빙파크) ,의원
8301,수열한의원,대전광역시,서구,대전광역시 서구 계백로 1402 3층 (도마동),의원
8302,세광내과의원,충청북도,청주시 서원구,충청북도 청주시 서원구 월평로 7 퓨전빌딩 201호 (분평동) ,의원
8303,일이삼한방병원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 동부대로 803 3-4층 (호성동1가) ,병원
8304,종로위브의원,서울특별시,종로구,서울특별시 종로구 삼봉로 81 2층 205호 (수송동  두산위브파빌리온),의원
8305,태명산내과의원,부산광역시,금정구,부산광역시 금정구 부곡로 115 2층 (부곡동),의원
8306,이은철이비인후과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 모악로 4774 205호 (평화동1가) ,의원
8307,장튼위튼병원,서울특별시,관악구,서울특별시 관악구 남부순환로 1867 (봉천동) ,병원
8308,의료법인 박애의료재단 박애병원,경기도,평택시,경기도 평택시 평택2로20번길 3 (평택동) ,병원
8309,한가족내과신경외과의원,부산광역시,영도구,부산광역시 영도구 와치로 252 선프라자2층 (동삼동),의원
8310,이원우내과의원,부산광역시,부산진구,부산광역시 부산진구 당감로 47-2 2 3층 (당감동),의원
8311,보가치과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 온고을로 28 2 6층 201 602호 (서신동  호진빌딩) ,의원
8312,박찬복내과의원,부산광역시,수영구,부산광역시 수영구 수영로 581 3층 (광안동),의원
8313,부천연세365의원,경기도,부천시 소사구,경기도 부천시 소사구 부천로 1 부천역사 쇼핑몰 1층 105-1호 (심곡본동) ,의원
8314,연수부부치과의원,인천광역시,연수구,인천광역시 연수구 앵고개로 250 305 306호 (동춘동),의원
8315,제이앤씨연합의원,서울특별시,강서구,서울특별시 강서구 허준로 198 302호 (가양동  가양프라자),의원
8316,참조은의원,경기도,수원시 장안구,경기도 수원시 장안구 연무로 42-1 (연무동),의원
8317,삼성바른내과의원,서울특별시,노원구,서울특별시 노원구 한글비석로 270 스카이타워 5층 (중계동),의원
8318,양의원,서울특별시,성동구,서울특별시 성동구 아차산로7길 20 2층 (성수동2가),의원
8319,금천성모의원,충청북도,청주시 상당구,충청북도 청주시 상당구 쇠내로 127 2층 (금천동) ,의원
8320,부천의료복지사회적협동조합부천시민의원,경기도,부천시 원미구,경기도 부천시 원미구 원미로97번길 31 2층 일부호 (원미동) ,의원
8321,오승현내과의원,서울특별시,동대문구,서울특별시 동대문구 천호대로 313 네모313빌딩 2층 (답십리동) ,의원
8322,우리연합의원,대구광역시,수성구,대구광역시 수성구 수성로 105 2층 (상동  상동빌딩),의원
8323,최시영정신건강의학과의원,경기도,군포시,경기도 군포시 고산로 693 402호 (산본동  하나로프라자),의원
8324,서울연합의원 한의원,경기도,성남시 중원구,경기도 성남시 중원구 광명로 355 2층 (금광동),의원
8325,고려외과의원,경기도,용인시 기흥구,경기도 용인시 기흥구 동백중앙로 283 골드프라자 A동 404-406호 (중동) ,의원
8326,제일의원,충청남도,공주시,충청남도 공주시 유구읍 중앙2길 29-12 ,의원
8327,필메디스의원,서울특별시,서초구,서울특별시 서초구 효령로 403 501-509 510호의 일부호 (서초동) ,의원
8328,서초삼성부속의원,서울특별시,서초구,서울특별시 서초구 서초대로74길 11 삼성전자빌딩 지하2 2층 (서초동) ,의원
8329,제일의원,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥로 12-1,의원
8330,부산드림이비인후과의원,부산광역시,부산진구,부산광역시 부산진구 가야대로 456 2층 (개금동),의원
8331,바로내과의원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 월드컵로 8 3층 (강정동) ,의원
8332,해남기독의원,전라남도,해남군,전라남도 해남군 해남읍 해남로 8,의원
8333,연세플러스내과의원,경기도,성남시 수정구,경기도 성남시 수정구 수정로 162 2 3 4층 (신흥동),의원
8334,하앤박치과의원,인천광역시,미추홀구,인천광역시 미추홀구 독배로317번길 23-1 3층 (용현동) ,의원
8335,중앙내과의원,전라남도,영광군,전라남도 영광군 영광읍 신남로 180 308호,의원
8336,스누피부과의원,서울특별시,성동구,서울특별시 성동구 아차산로 42 정명빌딩 7층 (성수동1가),의원
8337,수산의원,충청북도,제천시,충청북도 제천시 수산면 월악로22길 102-7,의원
8338,서울라인치과의원,서울특별시,강남구,서울특별시 강남구 도곡로 519 301호 (대치동),의원
8339,정치과의원,서울특별시,광진구,서울특별시 광진구 군자로 75 3층 (군자동) ,의원
8340,미담치과의원,경기도,화성시,경기도 화성시 향남읍 발안로 112 402호 (삼성프라자) ,의원
8341,대림성모병원,서울특별시,영등포구,서울특별시 영등포구 시흥대로 657 (대림동  대림성모병원) ,병원
8342,서울W내과의원,서울특별시,관악구,서울특별시 관악구 관악로 165 (봉천동  양지빌딩) ,의원
8343,등촌한의원,경기도,용인시 처인구,경기도 용인시 처인구 양지면 양지로 145 (2층),의원
8344,만석의원,대전광역시,서구,대전광역시 서구 계백로1158번길 7-11 (가수원동),의원
8345,한빛의원,경상남도,통영시,경상남도 통영시 한실7길 1-6 (인평동) ,의원
8346,참좋은치과의원,경기도,수원시 권선구,경기도 수원시 권선구 호매실로218번길 128 301호 (호매실동) ,의원
8347,연세마음숲정신건강의학과의원,인천광역시,남동구,인천광역시 남동구 논고개로123번길 17 205-1  309호 (논현동) ,의원
8348,꿀의원,제주특별자치도,제주시,제주특별자치도 제주시 동화로 28 4층 (화북일동) ,의원
8349,서울올바르다치과의원,서울특별시,동대문구,서울특별시 동대문구 고산자로32길 78 303-304호 (용두동  청량리역한양수자인그라시엘) ,의원
8350,바른정치과의원,경기도,의왕시,경기도 의왕시 갈미2로 40 (내손동) ,의원
8351,우리들치과의원,경상남도,김해시,경상남도 김해시 활천로 185 B동 207호 (어방동  동원상가) ,의원
8352,하나병원,부산광역시,사하구,부산광역시 사하구 다대로 311 (장림동) ,병원
8353,한민내과의원,대구광역시,동구,대구광역시 동구 송라로 32 (신천동),의원
8354,e-좋은치과의원,서울특별시,강북구,서울특별시 강북구 도봉로 255 4층 (수유동) ,의원
8355,김종숙정신건강의학과의원,인천광역시,부평구,인천광역시 부평구 부평대로 51 (부평동),의원
8356,연세드림치과의원,서울특별시,서대문구,서울특별시 서대문구 통일로 440 (홍제동) ,의원
8357,신동현내과의원,서울특별시,관악구,서울특별시 관악구 난향길 4 2층 (신림동),의원
8358,안재수내과의원,전라남도,여수시,전라남도 여수시 여서1로 73 (여서동),의원
8359,박성택치과의원,서울특별시,중랑구,서울특별시 중랑구 공릉로 58 (묵동) ,의원
8360,성모소아청소년과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 화랑로 20-2 2층 (화전동) ,의원
8361,동산한의원,부산광역시,연제구,부산광역시 연제구 과정로 144 (연산동),의원
8362,김득조내과의원,인천광역시,서구,인천광역시 서구 율도로 98 302호 (석남동  서인빌딩),의원
8363,연세삼육오매일의원,경기도,고양시 일산동구,경기도 고양시 일산동구 성석로 30 2층 (중산동) ,의원
8364,한재호내과의원,경상북도,구미시,경상북도 구미시 백산로 141 (송정동),의원
8365,원주연세의원,강원특별자치도,원주시,강원특별자치도 원주시 흥업면 남원로 57 2층 ,의원
8366,굿티스치과의원,대구광역시,수성구,대구광역시 수성구 달구벌대로 2319-8 4 5 6층 (수성동4가) ,의원
8367,계룡재활의학과의원,대전광역시,중구,대전광역시 중구 대흥로 105 (대흥동),의원
8368,서울휴치과의원,경기도,남양주시,경기도 남양주시 별내5로5번길 3 501층 (별내동  별내 마들프라자) ,의원
8369,서울좋은치과보철과치과의원,서울특별시,강남구,서울특별시 강남구 남부순환로 2909 302호 (대치동),의원
8370,서정치과의원,광주광역시,동구,광주광역시 동구 남문로 694-7 (학동) ,의원
8371,임희철내과의원,서울특별시,금천구,서울특별시 금천구 독산로 366 (독산동),의원
8372,대평보건지소,경상남도,진주시,경상남도 진주시 대평면 한들길 44 ,보건기관
8373,행복한치과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 용머리로 72 (효자동1가) ,의원
8374,신연세치과의원,서울특별시,마포구,서울특별시 마포구 서강로 82 7층 (창전동),의원
8375,참좋은연세외과의원,충청남도,홍성군,충청남도 홍성군 광천읍 광천로 320,의원
8376,연세기린의원노원,서울특별시,노원구,서울특별시 노원구 상계로1길 38 금문 3층 전체호 (상계동) ,의원
8377,소망가정의학과의원,충청북도,청주시 서원구,충청북도 청주시 서원구 구룡산로 321 2층 (수곡동) ,의원
8378,서울본의원,경기도,안성시,경기도 안성시 아양로 71 안성서희스타힐스아파트상가 (아양동),의원
8379,삼성행복한내과의원,경기도,수원시 영통구,경기도 수원시 영통구 봉영로 1623 2층 206호 (영통동  드림피아빌딩),의원
8380,김준식내과의원,전북특별자치도,정읍시,전북특별자치도 정읍시 중앙로 148 (시기동) ,의원
8381,의료법인 산울의료재단 스파인치과병원,충청남도,아산시,충청남도 아산시 배방읍 희망로46번길 19-3 10층 ,병원
8382,더맑은의원,경기도,용인시 처인구,경기도 용인시 처인구 금령로 116 301 302 502 503호 (김량장동) ,의원
8383,드림정신건강의학과의원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 2순환로 1240 602호 (강서동  MK빌딩) ,의원
8384,태전한의원,경기도,광주시,경기도 광주시 고불로 50 2층 (중대동) ,의원
8385,의료법인열경의료재단 허병원,대구광역시,달서구,대구광역시 달서구 학산로 121 (본동) ,병원
8386,서울내과의원,제주특별자치도,제주시,제주특별자치도 제주시 도령로 1 (노형동) ,의원
8387,전주비타민의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 쑥고개로 324 502-503호 (효자동2가) ,의원
8388,가톨릭성모의원,충청남도,천안시 동남구,충청남도 천안시 동남구 대흥로 256 (대흥동  홍익빌딩) ,의원
8389,박영옥마취통증의학과의원,광주광역시,서구,광주광역시 서구 운천로 10 2층 (금호동),의원
8390,전동한의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 팔달로 113 (전동) ,의원
8391,한마음의원,인천광역시,남동구,인천광역시 남동구 인주대로 541 (구월동),의원
8392,세린치과의원,경기도,안양시 동안구,경기도 안양시 동안구 귀인로 209 205호 (평촌동  향촌현대아파트상가),의원
8393,행복한치과의원,서울특별시,성동구,서울특별시 성동구 고산자로 345 302호 (마장동  고운타워) ,의원
8394,이미정산부인과사랑의원,대구광역시,달서구,대구광역시 달서구 월배로 170 2층 (상인동),의원
8395,정다운신경과의원,충청남도,공주시,충청남도 공주시 웅진로 199 3층 301호 (산성동) ,의원
8396,우리중앙의원,경기도,남양주시,경기도 남양주시 오남읍 진건오남로522번길 5 3층,의원
8397,남양정형외과의원,경기도,화성시,경기도 화성시 남양읍 남양성지로 135 4층 401 403호 ,의원
8398,청담닥터리치과의원,서울특별시,강남구,서울특별시 강남구 도산대로89길 23 김앤리빌딩 2층 (청담동) ,의원
8399,맞춤한의원,서울특별시,송파구,서울특별시 송파구 석촌호수로 78 15 16 17 24 25 26 27호 (잠실동  1층),의원
8400,진천의원,충청북도,진천군,충청북도 진천군 진천읍 중앙동로 56 ,의원
8401,의료법인중앙의료재단 메디넷영동의원,서울특별시,강남구,서울특별시 강남구 강남대로 502 서희빌딩 7층 (논현동) ,의원
8402,광명의원,대전광역시,서구,대전광역시 서구 월평북로 11 1 2층 (월평동  주공아파트) ,의원
8403,현정신건강의학과의원,서울특별시,양천구,서울특별시 양천구 오목로 345 목동 슬로우스퀘어 414 415호 (목동) ,의원
8404,세종한의원,서울특별시,강동구,서울특별시 강동구 천호대로 1116 301호 (성내동  라이저강동빌딩) ,의원
8405,하나의원,전라남도,보성군,전라남도 보성군 벌교읍 채동선로 215,의원
8406,한내가족처럼요양병원,경기도,포천시,경기도 포천시 신북면 청신로 2139 ,병원
8407,김부진소아청소년과의원,경상남도,김해시,경상남도 김해시 활천로 190 1층 (어방동) ,의원
8408,석전의원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 석전동5길 37 (석전동  석전의원) ,의원
8409,그린연합신경외과의원,대구광역시,서구,대구광역시 서구 국채보상로 354 (비산동),의원
8410,서울행복의원,경기도,동두천시,경기도 동두천시 지행로 51 4층 (지행동) ,의원
8411,김상곤내과의원,서울특별시,강동구,서울특별시 강동구 고덕로83길 14 (고덕동) ,의원
8412,서울삼성수가정의학과의원,서울특별시,중랑구,서울특별시 중랑구 신내로 45 401호 (신내동),의원
8413,이석현치과의원,인천광역시,연수구,인천광역시 연수구 선학로 90 205호 (선학동  아주상가),의원
8414,연세외도정형외과의원,제주특별자치도,제주시,제주특별자치도 제주시 절물1길 40 1 2층 (외도일동) ,의원
8415,우리들의원,충청남도,금산군,충청남도 금산군 금산읍 금산로 1444-1 ,의원
8416,홍한의원,인천광역시,미추홀구,인천광역시 미추홀구 경인로 386 (주안동),의원
8417,김영관내과안과의원,서울특별시,광진구,서울특별시 광진구 아차산로 506 은석 3층 (광장동),의원
8418,구리황베스트내과의원,경기도,구리시,경기도 구리시 건원대로 75 승인빌딩 4 5층 (인창동) ,의원
8419,남천한의원,전북특별자치도,군산시,전북특별자치도 군산시 백릉로 57 (경암동) ,의원
8420,허성희이비인후과의원,광주광역시,서구,광주광역시 서구 상무대로 1064 2층 (화정동),의원
8421,강동한의원,경상남도,진주시,경상남도 진주시 진주성로 88 (상봉동),의원
8422,대범소아청소년과의원,경상남도,양산시,경상남도 양산시 양주로 129 2층 (중부동  대범빌딩) ,의원
8423,미래신경외과의원,울산광역시,북구,울산광역시 북구 호계6길 34 (호계동),의원
8424,강원특별자치도속초의료원,강원특별자치도,속초시,강원특별자치도 속초시 영랑호반길 3 (영랑동) ,병원
8425,유성한의원,경상북도,경산시,경상북도 경산시 하양읍 하양로 119-3 1 2층 ,의원
8426,구순정산부인과의원,대구광역시,달서구,대구광역시 달서구 월배로 92 4층 (진천동),의원
8427,가톨릭이비인후과의원,대구광역시,달서구,대구광역시 달서구 달구벌대로 1736 (두류동),의원
8428,이린치과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 백제대로 140 3층 305호 (효자동1가  효자메디칼) ,의원
8429,강원특별자치도 부속의원,강원특별자치도,춘천시,강원특별자치도 춘천시 중앙로 1 (봉의동) ,의원
8430,명진치과의원,경상북도,포항시 북구,경상북도 포항시 북구 중흥로 319 901호 (죽도동  굿모닝메디컬) ,의원
8431,누리꿈서울치과의원,서울특별시,마포구,서울특별시 마포구 월드컵북로 396 B1004 B1003일부호 (상암동  누리꿈스퀘어) ,의원
8432,이태희가정의학과의원,서울특별시,성북구,서울특별시 성북구 장위로 57 (장위동),의원
8433,송산그린한의원,경기도,화성시,경기도 화성시 송산면 사강시장길 60 2층 ,의원
8434,대한산업보건협회 경기북부의원,경기도,의정부시,경기도 의정부시 범골로 142 1 2 4층 (의정부동),의원
8435,중화한의원,대전광역시,중구,대전광역시 중구 중앙로130번길 18 (대흥동),의원
8436,서울본치과의원,서울특별시,노원구,서울특별시 노원구 동일로 1371 2층 (상계동  현대프라자) ,의원
8437,누리치과의원,광주광역시,남구,광주광역시 남구 봉선중앙로 93 201호 (봉선동  라인광장 상가) ,의원
8438,유이비인후과의원,충청남도,보령시,충청남도 보령시 대흥로 47 (대천동) ,의원
8439,최화수치과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 평화로 115 (평화동2가) ,의원
8440,손한의원,대구광역시,달서구,대구광역시 달서구 월배로 75 (진천동),의원
8441,행복한내과의원,서울특별시,성동구,서울특별시 성동구 뚝섬로 390 2층 (성수동2가),의원
8442,까치산내과의원,서울특별시,강서구,서울특별시 강서구 강서로13길 3 5층 (화곡동),의원
8443,사랑가득의원,대구광역시,달서구,대구광역시 달서구 달구벌대로 1467 1층 (용산동  성서홈플러스),의원
8444,서울희내과의원,서울특별시,강북구,서울특별시 강북구 도봉로 63 5층 (미아동),의원
8445,비에스종합병원,인천광역시,강화군,인천광역시 강화군 강화읍 충렬사로 31-0 ,병원
8446,맑은내과외과의원,세종특별자치시,세종특별자치시,세종특별자치시 달빛로 45 The Riverside 401-404  503호 (종촌동),의원
8447,홍익한의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 백제대로 699 (인후동2가) ,의원
8448,강서성모의원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 가로수로1164번길 7-2 2층 (강서동) ,의원
8449,서울가정의학과의원,서울특별시,구로구,서울특별시 구로구 디지털로31길 90 가동 209호 (구로동  삼성래미안아파트) ,의원
8450,서울제일신경외과의원,서울특별시,영등포구,서울특별시 영등포구 영등포로 418 1-3층 (신길동) ,의원
8451,선치과의원,서울특별시,성북구,서울특별시 성북구 보문로 156-2 (삼선동5가),의원
8452,서울이비인후과의원,대전광역시,동구,대전광역시 동구 동대전로 81 4층 (대동) ,의원
8453,행복한내과의원,울산광역시,북구,울산광역시 북구 명촌로 85 301동 206호 (명촌동  평창리비에르2차상가),의원
8454,남광주한의원,광주광역시,동구,광주광역시 동구 남문로 774-1 (학동),의원
8455,열린치과의원,경상북도,김천시,경상북도 김천시 김천로 131 (평화동) ,의원
8456,유비내과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 호암로 85 2층 (효자동2가) ,의원
8457,이김신경과의원,경상북도,경산시,경상북도 경산시 경안로 202 4층 (중방동) ,의원
8458,현대의원,전라남도,광양시,전라남도 광양시 옥곡면 큰골길 8 ,의원
8459,김정기내과의원,서울특별시,영등포구,서울특별시 영등포구 신길로 141 지하1층 (신길동),의원
8460,늘편한가정의학과의원,경기도,수원시 영통구,경기도 수원시 영통구 중부대로246번길 51 (매탄동) ,의원
8461,만수연합의원,인천광역시,남동구,인천광역시 남동구 복개동로 64 대영빌딩 2층 (만수동),의원
8462,지성치과의원,경기도,성남시 분당구,경기도 성남시 분당구 내정로165번길 38 2층 37호 (수내동  양지마을 602동 상가) ,의원
8463,서울박현경내과의원,서울특별시,송파구,서울특별시 송파구 가락로 111 영보빌딩 2층 201호 (석촌동) ,의원
8464,삼육오연합의원,충청남도,보령시,충청남도 보령시 해태로 11 (대천동),의원
8465,강북삼성병원,서울특별시,종로구,서울특별시 종로구 새문안로 29 (평동),병원
8466,우리가정의학과의원,서울특별시,성북구,서울특별시 성북구 삼선교로10길 37 지상2층 (삼선동2가),의원
8467,여의도세브란스치과의원,서울특별시,영등포구,서울특별시 영등포구 국회대로70길 12 201호 (여의도동  대산빌딩) ,의원
8468,위례아산내과의원,경기도,성남시 수정구,경기도 성남시 수정구 위례광장로 300 8층 807호 (창곡동  위례중앙역중앙타워),의원
8469,어깨동무한의원,서울특별시,중랑구,서울특별시 중랑구 봉화산로 35 중화동 HS빌딩 4층 (중화동) ,의원
8470,연세민내과의원,강원특별자치도,원주시,강원특별자치도 원주시 중앙로 86 4층 (중앙동  세븐스타빌딩) ,의원
8471,성지가정의학과의원,대구광역시,북구,대구광역시 북구 산격로8길 1 (산격동),의원
8472,사랑의메디칼의원,충청남도,천안시 서북구,충청남도 천안시 서북구 성정로 82 2층 (성정동) ,의원
8473,하나의원,경기도,고양시 일산서구,경기도 고양시 일산서구 일현로 119 2층 (탄현동  동신빌딩),의원
8474,근로복지공단인천병원,인천광역시,부평구,인천광역시 부평구 무네미로 446 (구산동) ,병원
8475,하얀치과의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 편운로 6 (동산동) ,의원
8476,비타민치과의원,서울특별시,강북구,서울특별시 강북구 도봉로 110-1 3층 (미아동),의원
8477,다나가정의원,서울특별시,강서구,서울특별시 강서구 화곡로 196 (화곡동  평화약국),의원
8478,늘푸른소아청소년과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 당산로 27 (서신동) ,의원
8479,버팀병원,경기도,수원시 영통구,경기도 수원시 영통구 영통로 195 2 3 4 6층 (망포동  골든스퀘어),병원
8480,연세패밀리의원,경기도,수원시 권선구,경기도 수원시 권선구 세화로 134 2층 (서둔동  롯데몰 수원점),의원
8481,한국원자력의학원원자력병원,서울특별시,노원구,서울특별시 노원구 노원로 75 한국원자력의학원 (공릉동) ,병원
8482,우리가정의학과의원,전라남도,목포시,전라남도 목포시 청호로 206 2층 207 208호 (산정동  신안비치팔레스상가),의원
8483,길내과의원,경기도,의정부시,경기도 의정부시 평화로 660 3층 (가능동  동진빌딩),의원
8484,잠실123한의원,서울특별시,송파구,서울특별시 송파구 송파대로 453 레이크빌 빌딩 (석촌동),의원
8485,에이엔에이내과의원,경기도,성남시 분당구,경기도 성남시 분당구 황새울로335번길 5 301호 (서현동  앤타운빌딩),의원
8486,늘푸른가정의학과의원,경상남도,양산시,경상남도 양산시 소주회야로 85 2층 (소주동  늘푸른가정의학과) ,의원
8487,수운내과의원,서울특별시,동대문구,서울특별시 동대문구 제기로 75-1 1층 (청량리동),의원
8488,진한의원,대전광역시,대덕구,대전광역시 대덕구 계족로489번길 86 (중리동),의원
8489,라임비뇨기과의원,대구광역시,동구,대구광역시 동구 아양로 81 6층 (신암동),의원
8490,박내과의원,경상북도,문경시,경상북도 문경시 중앙로 198 (흥덕동),의원
8491,부개내과의원,인천광역시,부평구,인천광역시 부평구 부개로 9 (부개동) ,의원
8492,박내과의원,경상남도,함안군,경상남도 함안군 가야읍 남경길 32 (함안메디컬센터 2층),의원
8493,이병진치과의원,세종특별자치시,세종특별자치시,세종특별자치시 조치원읍 조치원로 7 3층 ,의원
8494,연세킹의원,경기도,안산시 단원구,경기도 안산시 단원구 중앙대로 421 302-3 303 304호 (신길동  모리아 오피스텔) ,의원
8495,예사랑정신건강의학과의원,대전광역시,유성구,대전광역시 유성구 테크노4로 137 웰스피아 2층 204호 (관평동),의원
8496,이안숙의원,경기도,이천시,경기도 이천시 어재연로10번길 18 (중리동),의원
8497,마포리빙웰치과의원,서울특별시,마포구,서울특별시 마포구 마포대로 33 207-209호 (도화동  한화오벨리스크),의원
8498,이익룡외과의원,부산광역시,부산진구,부산광역시 부산진구 가야대로 643 (가야동),의원
8499,서울하나의원,서울특별시,강북구,서울특별시 강북구 솔샘로 184 107 108호 (미아동  SK북한산시티아파트주상가),의원
8500,하이덴치과의원,경기도,시흥시,경기도 시흥시 장곡로 50 (주)진보유통 401-1호 (장곡동) ,의원
8501,박희용의원,경상남도,창원시 의창구,경상남도 창원시 의창구 팔용로 428 (팔용동  드림피아상가406호) ,의원
8502,으뜸치과의원,부산광역시,동래구,부산광역시 동래구 충렬대로155번길 19 3층 302호 (온천동),의원
8503,미소드림치과의원,부산광역시,금정구,부산광역시 금정구 금강로 209 4층 (장전동  한신시티빌) ,의원
8504,박영민치과의원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 삼호로 80 212동 2층 201호 (양덕동  메트로시티2차) ,의원
8505,서울경희한의원,서울특별시,성북구,서울특별시 성북구 동소문로 40 2  3층 (동소문동3가),의원
8506,명학하나치과의원,경기도,안양시 만안구,경기도 안양시 만안구 덕천로 52 2층 201호 (안양동  청솔프라자),의원
8507,천호기내과의원,경기도,의정부시,경기도 의정부시 비우로 67 2층 (녹양동  태경빌딩),의원
8508,이내과의원,부산광역시,동래구,부산광역시 동래구 안연로 64 (안락동),의원
8509,장생한의원,인천광역시,계양구,인천광역시 계양구 아나지로417번길 20 3층 (작전동) ,의원
8510,하나종합내과의원,대구광역시,달서구,대구광역시 달서구 명덕로 23 (두류동),의원
8511,서지영소아청소년과의원,경기도,의정부시,경기도 의정부시 오목로 215 3층 301  302호 (민락동) ,의원
8512,서울의원,경상남도,진주시,경상남도 진주시 일반성면 동부로1993번길 14,의원
8513,연세우리의원,서울특별시,서대문구,서울특별시 서대문구 통일로 460 2층 (홍제동),의원
8514,열린가정의학과의원,충청북도,옥천군,충청북도 옥천군 옥천읍 삼금로 55 2층,의원
8515,트루맨남성의원,광주광역시,서구,광주광역시 서구 죽봉대로 80 3층 301호 (농성동) ,의원
8516,지산이비인후과의원,대구광역시,수성구,대구광역시 수성구 지범로 113 (지산동),의원
8517,바른손치과의원,경기도,성남시 중원구,경기도 성남시 중원구 양현로405번길 5 2층 201호 (여수동  신야탑푸르지오시티) ,의원
8518,김영도피부과의원,경기도,안양시 동안구,경기도 안양시 동안구 경수대로 540 3층 (호계동) ,의원
8519,하나삼성의원,경상북도,영주시,경상북도 영주시 풍기읍 동양대로 3,의원
8520,이플러스치과의원,서울특별시,종로구,서울특별시 종로구 세종대로23길 54 세종빌딩  세종아파트 7층 (당주동) ,의원
8521,용봉우리치과의원,광주광역시,북구,광주광역시 북구 용봉택지로 39 305 306호 (용봉동),의원
8522,이화웰봄소아청소년과의원,인천광역시,연수구,인천광역시 연수구 인천타워대로54번길 13 해승메디피아 2층 (송도동),의원
8523,고성읍보건지소,경상남도,고성군,경상남도 고성군 고성읍 중앙로 35,보건기관
8524,토론토행복치과의원,서울특별시,노원구,서울특별시 노원구 공릉로 149 (공릉동),의원
8525,명성치과의원,부산광역시,사하구,부산광역시 사하구 장림번영로 40 4층 (장림동  장림동메디칼) ,의원
8526,의료법인 길의료재단 길병원,인천광역시,남동구,인천광역시 남동구 남동대로774번길 21-0 의료법인길의료재단길병원 ,병원
8527,서울소담치과의원,경기도,부천시 소사구,경기도 부천시 소사구 옥길로 123 (옥길동  센타프라자 302호) ,의원
8528,대구파티마병원,대구광역시,동구,대구광역시 동구 아양로 99 (신암동) ,병원
8529,광주조은내과의원,경기도,광주시,경기도 광주시 오포읍 양벌로 327,의원
8530,서울더탑치과의원,인천광역시,서구,인천광역시 서구 원당대로 663 한종프라자 3층 (마전동),의원
8531,프라임연세의원,경기도,부천시 오정구,경기도 부천시 오정구 삼작로 485 2층 (작동  남정빌딩) ,의원
8532,서울삼양의원,서울특별시,강북구,서울특별시 강북구 삼양로 191 (미아동),의원
